              0    0.
        6.95039    1.12996e+07
        14.2483    3.17891e+07
        21.9111    7.96365e+07
        29.9571    1.80971e+08
        38.4053    3.78587e+08
         47.276    7.27398e+08
        56.5902    1.29878e+09
        66.3701     2.2019e+09
         76.639    3.58811e+09
        87.4213    5.67268e+09
        98.7428    8.73957e+09
         110.63    1.31378e+10
        123.112    1.92686e+10
        136.218    2.77522e+10
         149.98    3.92344e+10
        164.429    5.46579e+10
        179.601    7.51949e+10
        195.531    1.02395e+11
        212.258    1.38191e+11
        229.821    1.85012e+11
        248.263     2.4576e+11
        267.626     3.2445e+11
        287.958     4.2596e+11
        309.306    5.56398e+11
        331.722    7.23341e+11
        355.259    9.34417e+11
        379.972    1.20034e+12
        405.921    1.53146e+12
        433.167    1.94368e+12
        461.776    2.45855e+12
        491.815    3.09992e+12
        523.357    3.89804e+12
        556.475    4.88971e+12
        591.249    6.08947e+12
        627.762    7.43414e+12
          666.1    8.98066e+12
        706.356    1.07746e+13
        748.624    1.28489e+13
        793.005    1.52527e+13
        839.606    1.80551e+13
        888.537    2.12421e+13
        939.914    2.48527e+13
         993.86    2.86823e+13
         1050.5    3.30316e+13
        1109.98    3.81474e+13
        1172.43    4.41765e+13
           1238    5.12957e+13
        1306.85    5.97184e+13
        1379.14    6.97019e+13
        1455.05    8.15561e+13
        1534.75    9.56556e+13
        1618.44    1.12453e+14
        1706.31    1.32498e+14
        1798.58    1.56457e+14
        1895.46    1.85136e+14
        1997.18    2.19513e+14
        2103.99    2.60776e+14
        2216.14    3.10371e+14
         2333.9    3.70054e+14
        2457.55    4.41963e+14
        2587.37    5.28695e+14
        2723.69     6.3342e+14
        2866.83    7.59996e+14
        3017.12     9.1313e+14
        3174.93    1.09855e+15
        3340.62    1.32326e+15
         3514.6    1.59577e+15
        3697.29    1.92651e+15
         3889.1    2.32819e+15
        4090.51    2.81632e+15
        4301.98    3.40983e+15
        4524.03    4.13186e+15
        4757.18    5.01072e+15
        5001.99    6.08096e+15
        5259.04     7.3849e+15
        5528.94    8.97437e+15
        5812.34    1.09129e+16
        6109.91     1.3278e+16
        6422.36    1.61638e+16
        6750.42    1.96842e+16
        7094.89    2.39773e+16
        7456.59     2.9209e+16
        7836.37    3.55788e+16
        8235.14    4.33249e+16
        8653.85    5.27316e+16
        9093.49    6.41375e+16
        9555.11    7.79445e+16
        10039.8    9.46291e+16
        10548.8    1.14755e+17
        11083.1    1.38989e+17
        11644.3    1.68117e+17
        12233.4    2.03064e+17
          12852    2.44922e+17
        13501.6    2.94972e+17
        14183.6     3.5472e+17
        14899.8     4.2593e+17
        15651.7    5.10671e+17
        16441.2    6.11363e+17
        17270.2    7.30836e+17
        18140.7    8.72393e+17
        19054.7    1.03989e+18
        20014.4     1.2378e+18
          21022    1.47135e+18
        22080.1     1.7466e+18
        23191.1    2.07056e+18
        24357.6    2.45137e+18
        25582.4    2.89844e+18
        26868.5    3.42262e+18
        28218.8    4.03642e+18
        29636.7    4.75426e+18
        31125.5    5.59273e+18
        32688.7    6.57086e+18
        34330.1     7.7105e+18
        36053.6    9.03671e+18
        37863.2    1.05782e+19
        39763.3    1.23677e+19
        41758.4    1.44429e+19
        43853.3    1.68466e+19
        46052.9     1.9628e+19
        48362.5     2.2843e+19
        50787.6    2.65556e+19
        53333.9    3.08389e+19
        56007.6    3.57758e+19
        58814.9    4.14615e+19
        61762.6    4.80038e+19
        64857.7     5.5526e+19
        68107.5    6.41683e+19
        71519.8      7.409e+19
        75102.8    8.54726e+19
        78864.9    9.85224e+19
          82815    1.13474e+20
        86962.7    1.30593e+20
        91317.8    1.50183e+20
        95890.7    1.72587e+20
         100692    1.98194e+20
         105734    2.27447e+20
         111027    2.60847e+20
         116586    2.98965e+20
         122422    3.42445e+20
         128550     3.9202e+20
         134984    4.48521e+20
         141741    5.12889e+20
         148835    5.86188e+20
         156283    6.69629e+20
         164104    7.64579e+20
         172317    8.72588e+20
         180939    9.95413e+20
         189993    1.13504e+21
         199500    1.29372e+21
         209482    1.47401e+21
         219963    1.67878e+21
         230968    1.91131e+21
         242523    2.17529e+21
         254656     2.4749e+21
         267396    2.81488e+21
         280773    3.20058e+21
         294818    3.63806e+21
         309566    4.13419e+21
         325052     4.6967e+21
         341311    5.33439e+21
         358384    6.05717e+21
         376310    6.87627e+21
         395132    7.80438e+21
         414896    8.85585e+21
         435648    1.00469e+22
         457437     1.1396e+22
         480316    1.29238e+22
         504338    1.46538e+22
         529562    1.66125e+22
         556047      1.883e+22
         583857    2.13402e+22
         613056    2.41814e+22
         643716     2.7397e+22
         675909    3.10361e+22
         709711     3.5154e+22
         745204    3.98134e+22
         782471     4.5085e+22
         821601    5.10491e+22

