              0         0.
        6.95039    2.37533e+06
        14.2483    6.94755e+06
        21.9111    1.86203e+07
        29.9571    4.57947e+07
        38.4053    1.03903e+08
         47.276    2.19138e+08
        56.5902    4.30477e+08
        66.3701    7.88005e+08
         76.639    1.36172e+09
        87.4213    2.25064e+09
        98.7428    3.58762e+09
         110.63    5.55264e+09
        123.112     8.3752e+09
        136.218    1.23574e+10
         149.98    1.79007e+10
        164.429     2.5523e+10
        179.601    3.58002e+10
        195.531    4.94078e+10
        212.258    6.73337e+10
        229.821     9.0897e+10
        248.263    1.21647e+11
        267.626    1.61532e+11
        287.958    2.13045e+11
        309.306    2.79032e+11
        331.722    3.63369e+11
        355.259    4.70809e+11
        379.972    6.07177e+11
        405.921    7.79919e+11
        433.167    9.98162e+11
        461.776    1.27289e+12
        491.815    1.61635e+12
        523.357    2.03787e+12
        556.475    2.55991e+12
        591.249    3.20537e+12
        627.762    4.00353e+12
          666.1    4.98426e+12
        706.356    6.19272e+12
        748.624    7.68013e+12
        793.005    9.49151e+12
        839.606    1.16206e+13
        888.537    1.41256e+13
        939.914    1.69894e+13
         993.86    2.03134e+13
         1050.5    2.41612e+13
        1109.98    2.86593e+13
        1172.43    3.39182e+13
           1238     3.9951e+13
        1306.85    4.66403e+13
        1379.14    5.43649e+13
        1455.05    6.35126e+13
        1534.75    7.44113e+13
        1618.44    8.73756e+13
        1706.31    1.02802e+14
        1798.58    1.21251e+14
        1895.46     1.4334e+14
        1997.18    1.69722e+14
        2103.99    2.01377e+14
        2216.14    2.39424e+14
         2333.9    2.85132e+14
        2457.55    3.40105e+14
        2587.37    4.06355e+14
        2723.69    4.86296e+14
        2866.83    5.82727e+14
        3017.12     6.9924e+14
        3174.93    8.40155e+14
        3340.62    1.01072e+15
         3514.6    1.21727e+15
        3697.29    1.46762e+15
         3889.1    1.77128e+15
        4090.51    2.13978e+15
        4301.98    2.58722e+15
        4524.03     3.1308e+15
        4757.18    3.79149e+15
        5001.99    4.59493e+15
        5259.04     5.5725e+15
        5528.94    6.76259e+15
        5812.34    8.21189e+15
        6109.91    9.97696e+15
        6422.36    1.21262e+16
        6750.42    1.47421e+16
        7094.89    1.79237e+16
        7456.59    2.17898e+16
        7836.37    2.64818e+16
        8235.14    3.21681e+16
        8653.85    3.90489e+16
        9093.49    4.73613e+16
        9555.11    5.73855e+16
        10039.8    6.94529e+16
        10548.8    8.39537e+16
        11083.1    1.01347e+17
        11644.3    1.22174e+17
        12233.4    1.47068e+17
          12852    1.76772e+17
        13501.6    2.12156e+17
        14183.6    2.54237e+17
        14899.8      3.042e+17
        15651.7    3.63429e+17
        16441.2    4.33538e+17
        17270.2    5.16401e+17
        18140.7    6.14198e+17
        19054.7    7.29457e+17
        20014.4    8.65107e+17
          21022    1.02454e+18
        22080.1    1.21167e+18
        23191.1    1.43103e+18
        24357.6    1.68782e+18
        25582.4    1.98803e+18
        26868.5    2.33858e+18
        28218.8    2.74738e+18
        29636.7    3.22354e+18
        31125.5    3.77749e+18
        32688.7    4.42121e+18
        34330.1    5.16837e+18
        36053.6    6.03466e+18
        37863.2    7.03798e+18
        39763.3    8.19876e+18
        41758.4    9.54037e+18
        43853.3    1.10894e+19
        46052.9    1.28762e+19
        48362.5    1.49354e+19
        50787.6    1.73064e+19
        53333.9    2.00341e+19
        56007.6    2.31694e+19
        58814.9    2.67704e+19
        61762.6    3.09032e+19
        64857.7    3.56426e+19
        68107.5    4.10739e+19
        71519.8    4.72938e+19
        75102.8    5.44122e+19
        78864.9    6.25536e+19
          82815    7.18596e+19
        86962.7    8.24904e+19
        91317.8    9.46282e+19
        95890.7    1.08479e+20
         100692    1.24278e+20
         105734    1.42289e+20
         111027    1.62813e+20
         116586     1.8619e+20
         122422    2.12807e+20
         128550    2.43101e+20
         134984    2.77567e+20
         141741    3.16765e+20
         148835    3.61332e+20
         156283    4.11985e+20
         164104     4.6954e+20
         172317    5.34917e+20
         180939     6.0916e+20
         189993     6.9345e+20
         199500    7.89123e+20
         209482     8.9769e+20
         219963    1.02086e+21
         230968    1.16058e+21
         242523    1.31903e+21
         254656    1.49869e+21
         267396    1.70236e+21
         280773    1.93322e+21
         294818    2.19484e+21
         309566    2.49129e+21
         325052    2.82715e+21
         341311    3.20761e+21
         358384    3.63854e+21
         376310    4.12656e+21
         395132    4.67918e+21
         414896    5.30487e+21
         435648    6.01323e+21
         457437    6.81508e+21
         480316     7.7227e+21
         504338    8.74992e+21
         529562     9.9124e+21
         556047    1.12279e+22
         583857    1.27163e+22
         613056    1.44004e+22
         643716    1.63056e+22
         675909    1.84609e+22
         709711    2.08989e+22
         745204    2.36566e+22
         782471    2.67756e+22
         821601    3.03032e+22
