       -1540.           0.
       -1538.82        6.01412
       -1531.87        20.3286
       -1524.57        52.1124
       -1516.91        113.038
       -1508.86        219.285
       -1500.41        392.601
       -1491.54        661.992
       -1482.23        1065.28
       -1472.45        1651.49
       -1462.18        2487.21
        -1451.4        3669.28
       -1440.07        5347.27
       -1428.19        7744.48
       -1415.71        11173.4
        -1402.6        16054.9
       -1388.84        22965.6
       -1374.39        32690.9
       -1359.22          46250
       -1343.29          64980
       -1326.56        90603.1
          -1309         125305
       -1290.55         172008
       -1271.19         234662
       -1250.86         318522
       -1229.51         430749
        -1207.1         580596
       -1183.56         780511
       -1158.85    1.04738e+06
        -1132.9    1.40381e+06
       -1105.65    1.88072e+06
       -1077.04    2.51918e+06
          -1047    3.37474e+06
       -1015.46    4.52231e+06
       -982.343    6.05976e+06
       -947.568    8.11855e+06
       -911.056    1.08754e+07
       -872.717    1.45651e+07
       -832.462    1.94782e+07
       -790.193    2.58454e+07
       -745.812     3.3965e+07
       -699.211    4.42307e+07
       -650.281    5.71457e+07
       -598.903    7.33771e+07
       -544.957    9.37368e+07
       -488.314    1.19301e+08
       -428.838    1.51381e+08
       -366.389    1.91517e+08
       -300.817    2.42246e+08
       -231.967    3.05724e+08
       -159.674    3.86195e+08
       -83.7662    4.88139e+08
       -4.06323    6.17573e+08
        79.6249    7.82436e+08
        167.497    9.92342e+08
        259.763    1.26086e+09
        356.643    1.60428e+09
        458.366    2.04436e+09
        565.176    2.60277e+09
        677.326    3.30857e+09
        795.084    4.19768e+09
        918.729    5.31664e+09
        1048.56    6.72461e+09
        1184.88    8.49737e+09
        1328.01    1.07299e+10
         1478.3    1.35431e+10
        1636.11    1.70929e+10
        1801.81    2.15649e+10
        1975.79    2.71506e+10
        2158.47    3.41032e+10
        2350.28    4.27453e+10
        2551.69    5.34912e+10
        2763.16    6.68167e+10
        2985.21    8.33789e+10
        3218.36    1.03918e+11
        3463.17    1.29458e+11
        3720.22    1.61299e+11
        3990.13    2.01053e+11
        4273.52    2.50359e+11
        4571.09    3.12114e+11
        4883.54    3.89213e+11
        5211.61      4.855e+11
        5556.08    6.06264e+11
        5917.77      7.573e+11
        6297.55    9.46907e+11
        6696.32    1.18496e+12
        7115.03    1.48395e+12
        7554.67    1.85971e+12
         8016.3      2.332e+12
           8501    2.92557e+12
        9009.94    3.67153e+12
        9544.33    4.60834e+12
        10105.4    5.78432e+12
        10694.6    7.25926e+12
        11313.2    9.10739e+12
        11962.8    1.14203e+13
        12644.8    1.43105e+13
        13360.9    1.79158e+13
        14112.9    2.24038e+13
        14902.4     2.7977e+13
        15731.4     3.4878e+13
        16601.9    4.33951e+13
        17515.9    5.38691e+13
        18475.6    6.66988e+13
        19483.2    8.23493e+13
        20541.3    1.01358e+14
        21652.2    1.24344e+14
        22818.7    1.52013e+14
        24043.6    1.85173e+14
        25329.6    2.24736e+14
          26680    2.71734e+14
        28097.9    3.27334e+14
        29586.7    3.92846e+14
        31149.9    4.69747e+14
        32791.3    5.59697e+14
        34514.8    6.64558e+14
        36324.4    7.86424e+14
        38224.5    9.27639e+14
        40219.6    1.09083e+15
        42314.5    1.27895e+15
        44514.1    1.49527e+15
        46823.7    1.74348e+15
        49248.8    2.02767e+15
        51795.1    2.35242e+15
        54468.7    2.72281e+15
        57276.1    3.14455e+15
        60223.8    3.62398e+15
        63318.8    4.16817e+15
        66568.7    4.78505e+15
          69981    5.48341e+15
        73563.9     6.2731e+15
          77326    7.16502e+15
        81276.2    8.17133e+15
        85423.9    9.30555e+15
          89779    1.05827e+16
        94351.9    1.20195e+16
        99153.3    1.36345e+16
         104195    1.54481e+16
         109489    1.74833e+16
         115047    1.97654e+16
         120883    2.23225e+16
         127011    2.51856e+16
         133446    2.83895e+16
         140202    3.19727e+16
         147296    3.59776e+16
         154744    4.04518e+16
         162566    4.54475e+16
         170778    5.10228e+16
         179400    5.72417e+16
         188454    6.41755e+16
         197961    7.19028e+16
         207943    8.05114e+16
         218424    9.00982e+16
         229429    1.00771e+17
         240984     1.1265e+17
         253118    1.25866e+17
         265857    1.40566e+17
         279234    1.56912e+17
         293280    1.75083e+17
         308028    1.95276e+17
         323513    2.17709e+17
         339772    2.42624e+17
         356845    2.70284e+17
         374771    3.00982e+17
         393593     3.3504e+17
         413357    3.72815e+17
         434109    4.14701e+17
         455898    4.61129e+17
         478777     5.1258e+17
         502800    5.69583e+17
         528023    6.32719e+17
         554508    7.02631e+17
         582318    7.80031e+17
         611518    8.65702e+17
         642177    9.60508e+17
         674370     1.0654e+18
         708172    1.18144e+18
         743665    1.30978e+18
         780932    1.45171e+18
         820063    1.60863e+18
